timestamp,pir_level,gas_level_ppm,sound_level_dB,temperature_C,occupancy_count,scenario,speaker_on,vacate_condition
2026-04-07T13:59:29.738491,26,361,45,21.4,29,normal,off,stay
2026-04-07T13:59:34.738491,54,621,76,32.0,339,alert,on,evacuate
2026-04-07T13:59:39.738491,57,371,72,28.1,75,warning,on,prepare
2026-04-07T13:59:44.738491,57,701,90,36.1,312,alert,on,evacuate
2026-04-07T13:59:49.738491,65,521,65,31.7,118,warning,on,prepare
2026-04-07T13:59:54.738491,24,323,41,21.5,11,normal,off,stay
2026-04-07T13:59:59.738491,20,207,45,22.9,20,normal,off,stay
2026-04-07T14:00:04.738491,38,331,27,18.2,34,normal,off,stay
2026-04-07T14:00:09.738491,9,300,38,21.6,51,normal,off,stay
2026-04-07T14:00:14.738491,60,545,68,28.0,129,warning,on,prepare
2026-04-07T14:00:19.738491,34,292,31,22.1,19,normal,off,stay
2026-04-07T14:00:24.738491,10,200,45,22.5,16,normal,off,stay
2026-04-07T14:00:29.738491,36,349,31,24.4,31,normal,off,stay
2026-04-07T14:00:34.738491,65,673,83,50.7,189,alert,on,evacuate
2026-04-07T14:00:39.738491,72,617,71,52.2,332,alert,on,evacuate
2026-04-07T14:00:44.738491,20,362,41,23.6,16,normal,off,stay
2026-04-07T14:00:49.738491,36,203,31,24.7,58,normal,off,stay
2026-04-07T14:00:54.738491,21,310,46,20.0,27,normal,off,stay
2026-04-07T14:00:59.738491,21,275,30,22.1,39,normal,off,stay
2026-04-07T14:01:04.738491,88,506,84,35.0,180,alert,on,evacuate
2026-04-07T14:01:09.738491,11,272,37,19.5,44,normal,off,stay
2026-04-07T14:01:14.738491,77,675,72,36.7,159,alert,on,evacuate
2026-04-07T14:01:19.738491,37,286,38,18.4,23,normal,off,stay
2026-04-07T14:01:24.738491,36,271,38,18.7,37,normal,off,stay
2026-04-07T14:01:29.738491,30,207,36,20.6,50,normal,off,stay
2026-04-07T14:01:34.738491,30,292,31,21.7,40,normal,off,stay
2026-04-07T14:01:39.738491,21,315,38,26.1,36,normal,off,stay
2026-04-07T14:01:44.738491,37,202,33,22.4,60,normal,off,stay
2026-04-07T14:01:49.738491,38,293,32,23.1,25,normal,off,stay
2026-04-07T14:01:54.738491,29,348,34,22.3,46,normal,off,stay
2026-04-07T14:01:59.738491,70,552,50,32.7,92,warning,on,prepare
2026-04-07T14:02:04.738491,40,378,46,24.1,83,warning,on,prepare
2026-04-07T14:02:09.738491,16,356,41,23.2,32,normal,off,stay
2026-04-07T14:02:14.738491,98,657,98,33.9,239,alert,on,evacuate
2026-04-07T14:02:19.738491,46,293,48,22.0,134,warning,on,prepare
2026-04-07T14:02:24.738491,45,324,57,24.7,105,warning,on,prepare
2026-04-07T14:02:29.738491,27,295,31,20.0,14,normal,off,stay
2026-04-07T14:02:34.738491,58,352,45,25.2,106,warning,on,prepare
2026-04-07T14:02:39.738491,44,361,72,32.1,82,warning,on,prepare
2026-04-07T14:02:44.738491,13,303,34,18.6,55,normal,off,stay
2026-04-07T14:02:49.738491,59,504,57,28.6,124,warning,on,prepare
2026-04-07T14:02:54.738491,41,348,34,20.1,13,normal,off,stay
2026-04-07T14:02:59.738491,28,194,37,18.0,45,normal,off,stay
2026-04-07T14:03:04.738491,29,320,33,22.7,55,normal,off,stay
2026-04-07T14:03:09.738491,21,333,32,22.9,13,normal,off,stay
2026-04-07T14:03:14.738491,12,383,39,25.8,39,normal,off,stay
2026-04-07T14:03:19.738491,39,213,42,24.7,13,normal,off,stay
2026-04-07T14:03:24.738491,31,318,49,28.4,69,warning,on,prepare
2026-04-07T14:03:29.738491,13,188,38,22.3,22,normal,off,stay
2026-04-07T14:03:34.738491,62,492,64,23.4,107,warning,on,prepare
2026-04-07T14:03:39.738491,92,659,96,45.9,237,alert,on,evacuate
2026-04-07T14:03:44.738491,24,284,43,22.2,29,normal,off,stay
2026-04-07T14:03:49.738491,37,321,31,23.8,59,normal,off,stay
2026-04-07T14:03:54.738491,24,317,40,19.9,59,normal,off,stay
2026-04-07T14:03:59.738491,31,181,29,17.6,48,normal,off,stay
2026-04-07T14:04:04.738491,85,534,80,34.4,293,alert,on,evacuate
2026-04-07T14:04:09.738491,26,234,40,25.4,58,normal,off,stay
2026-04-07T14:04:14.738491,50,425,50,27.0,63,warning,on,prepare
2026-04-07T14:04:19.738491,40,366,51,27.4,132,warning,on,prepare
2026-04-07T14:04:24.738491,48,400,50,31.2,82,warning,on,prepare
2026-04-07T14:04:29.738491,38,337,31,21.7,37,normal,off,stay
2026-04-07T14:04:34.738491,17,212,32,20.6,13,normal,off,stay
2026-04-07T14:04:39.738491,17,322,31,19.5,25,normal,off,stay
2026-04-07T14:04:44.738491,36,452,68,30.5,136,warning,on,prepare
2026-04-07T14:04:49.738491,60,562,49,35.2,109,warning,on,prepare
2026-04-07T14:04:54.738491,37,298,34,20.0,38,normal,off,stay
2026-04-07T14:04:59.738491,17,314,35,18.1,42,normal,off,stay
2026-04-07T14:05:04.738491,12,266,35,20.7,42,normal,off,stay
2026-04-07T14:05:09.738491,14,230,30,16.5,47,normal,off,stay
2026-04-07T14:05:14.738491,39,341,36,25.0,58,normal,off,stay
2026-04-07T14:05:19.738491,36,228,34,17.1,31,normal,off,stay
2026-04-07T14:05:24.738491,63,542,50,28.9,106,warning,on,prepare
2026-04-07T14:05:29.738491,26,271,27,21.8,26,normal,off,stay
2026-04-07T14:05:34.738491,26,237,30,24.6,34,normal,off,stay
2026-04-07T14:05:39.738491,26,337,36,21.0,10,normal,off,stay
2026-04-07T14:05:44.738491,29,255,37,25.7,30,normal,off,stay
2026-04-07T14:05:49.738491,16,362,45,22.4,51,normal,off,stay
2026-04-07T14:05:54.738491,39,364,28,24.3,20,normal,off,stay
2026-04-07T14:05:59.738491,82,718,86,34.3,285,alert,on,evacuate
2026-04-07T14:06:04.738491,21,254,44,24.1,23,normal,off,stay
2026-04-07T14:06:09.738491,14,318,44,24.5,27,normal,off,stay
2026-04-07T14:06:14.738491,24,329,32,25.2,36,normal,off,stay
2026-04-07T14:06:19.738491,40,366,45,28.7,103,warning,on,prepare
2026-04-07T14:06:24.738491,75,636,76,47.5,161,alert,on,evacuate
2026-04-07T14:06:29.738491,11,288,34,18.6,23,normal,off,stay
2026-04-07T14:06:34.738491,38,452,45,26.8,74,warning,on,prepare
2026-04-07T14:06:39.738491,27,216,46,22.5,33,normal,off,stay
2026-04-07T14:06:44.738491,26,265,36,17.9,13,normal,off,stay
2026-04-07T14:06:49.738491,23,255,36,16.8,42,normal,off,stay
2026-04-07T14:06:54.738491,22,293,38,22.2,33,normal,off,stay
2026-04-07T14:06:59.738491,71,638,101,60.7,144,alert,on,evacuate
2026-04-07T14:07:04.738491,47,331,48,30.5,87,warning,on,prepare
2026-04-07T14:07:09.738491,26,197,25,17.0,20,normal,off,stay
2026-04-07T14:07:14.738491,19,216,40,20.3,25,normal,off,stay
2026-04-07T14:07:19.738491,32,420,54,24.1,102,warning,on,prepare
2026-04-07T14:07:24.738491,53,308,50,29.1,126,warning,on,prepare
2026-04-07T14:07:29.738491,14,315,42,20.8,38,normal,off,stay
2026-04-07T14:07:34.738491,24,307,29,20.6,48,normal,off,stay
2026-04-07T14:07:39.738491,97,631,93,61.4,167,alert,on,evacuate
2026-04-07T14:07:44.738491,36,258,40,23.1,59,normal,off,stay
2026-04-07T14:07:49.738491,24,312,33,20.8,15,normal,off,stay
2026-04-07T14:07:54.738491,30,295,31,23.8,28,normal,off,stay
2026-04-07T14:07:59.738491,41,285,31,22.4,17,normal,off,stay
2026-04-07T14:08:04.738491,81,522,71,34.0,152,alert,on,evacuate
2026-04-07T14:08:09.738491,64,644,68,30.6,253,alert,on,evacuate
2026-04-07T14:08:14.738491,62,487,58,28.4,93,warning,on,prepare
2026-04-07T14:08:19.738491,41,235,43,26.1,54,normal,off,stay
2026-04-07T14:08:24.738491,38,449,56,30.5,64,warning,on,prepare
2026-04-07T14:08:29.738491,39,241,41,22.4,43,normal,off,stay
2026-04-07T14:08:34.738491,56,333,46,23.4,119,warning,on,prepare
2026-04-07T14:08:39.738491,92,577,78,42.0,212,alert,on,evacuate
2026-04-07T14:08:44.738491,10,197,37,19.4,52,normal,off,stay
2026-04-07T14:08:49.738491,54,409,44,24.7,128,warning,on,prepare
2026-04-07T14:08:54.738491,22,343,34,20.8,26,normal,off,stay
2026-04-07T14:08:59.738491,23,302,43,20.1,21,normal,off,stay
2026-04-07T14:09:04.738491,57,405,48,29.0,138,warning,on,prepare
2026-04-07T14:09:09.738491,58,631,94,45.4,162,alert,on,evacuate
2026-04-07T14:09:14.738491,60,382,64,30.6,113,warning,on,prepare
2026-04-07T14:09:19.738491,14,258,28,21.4,10,normal,off,stay
2026-04-07T14:09:24.738491,42,370,71,28.2,120,warning,on,prepare
2026-04-07T14:09:29.738491,39,208,34,26.5,57,normal,off,stay
2026-04-07T14:09:34.738491,38,283,28,25.9,60,normal,off,stay
2026-04-07T14:09:39.738491,15,241,34,20.3,25,normal,off,stay
2026-04-07T14:09:44.738491,69,666,61,57.3,225,alert,on,evacuate
2026-04-07T14:09:49.738491,39,273,30,21.5,14,normal,off,stay
2026-04-07T14:09:54.738491,24,282,32,19.0,15,normal,off,stay
2026-04-07T14:09:59.738491,31,347,40,26.5,23,normal,off,stay
2026-04-07T14:10:04.738491,21,379,45,22.9,41,normal,off,stay
2026-04-07T14:10:09.738491,24,286,33,19.8,42,normal,off,stay
2026-04-07T14:10:14.738491,60,489,58,30.6,135,warning,on,prepare
2026-04-07T14:10:19.738491,48,518,64,33.1,89,warning,on,prepare
2026-04-07T14:10:24.738491,70,608,89,46.0,280,alert,on,evacuate
2026-04-07T14:10:29.738491,20,254,26,21.9,46,normal,off,stay
2026-04-07T14:10:34.738491,54,535,55,29.8,122,warning,on,prepare
2026-04-07T14:10:39.738491,30,274,40,21.3,18,normal,off,stay
2026-04-07T14:10:44.738491,29,261,36,17.3,18,normal,off,stay
2026-04-07T14:10:49.738491,53,364,56,24.8,64,warning,on,prepare
2026-04-07T14:10:54.738491,76,647,88,44.6,285,alert,on,evacuate
2026-04-07T14:10:59.738491,61,428,42,23.4,60,warning,on,prepare
2026-04-07T14:11:04.738491,62,328,61,25.2,78,warning,on,prepare
2026-04-07T14:11:09.738491,14,358,34,19.0,36,normal,off,stay
2026-04-07T14:11:14.738491,18,266,42,19.8,10,normal,off,stay
2026-04-07T14:11:19.738491,25,241,31,18.5,34,normal,off,stay
2026-04-07T14:11:24.738491,24,274,35,16.6,18,normal,off,stay
2026-04-07T14:11:29.738491,25,287,37,23.1,40,normal,off,stay
2026-04-07T14:11:34.738491,57,365,49,23.1,82,warning,on,prepare
2026-04-07T14:11:39.738491,21,324,34,23.1,22,normal,off,stay
2026-04-07T14:11:44.738491,81,726,96,40.3,223,alert,on,evacuate
2026-04-07T14:11:49.738491,20,181,31,22.0,46,normal,off,stay
2026-04-07T14:11:54.738491,39,225,32,25.3,19,normal,off,stay
2026-04-07T14:11:59.738491,19,179,42,18.8,48,normal,off,stay
2026-04-07T14:12:04.738491,53,497,55,29.6,119,warning,on,prepare
2026-04-07T14:12:09.738491,55,468,52,29.0,117,warning,on,prepare
2026-04-07T14:12:14.738491,38,503,52,31.8,76,warning,on,prepare
2026-04-07T14:12:19.738491,25,327,31,23.4,30,normal,off,stay
2026-04-07T14:12:24.738491,12,312,33,19.5,50,normal,off,stay
2026-04-07T14:12:29.738491,85,818,98,61.4,175,alert,on,evacuate
2026-04-07T14:12:34.738491,35,307,52,32.4,107,warning,on,prepare
2026-04-07T14:12:39.738491,27,264,36,21.8,59,normal,off,stay
2026-04-07T14:12:44.738491,11,199,37,19.4,22,normal,off,stay
2026-04-07T14:12:49.738491,29,181,35,17.9,15,normal,off,stay
2026-04-07T14:12:54.738491,9,292,28,19.5,41,normal,off,stay
2026-04-07T14:12:59.738491,27,323,36,23.0,43,normal,off,stay
2026-04-07T14:13:04.738491,48,453,64,28.6,137,warning,on,prepare
2026-04-07T14:13:09.738491,31,243,36,18.9,22,normal,off,stay
2026-04-07T14:13:14.738491,16,249,43,22.1,38,normal,off,stay
2026-04-07T14:13:19.738491,20,233,32,19.4,27,normal,off,stay
2026-04-07T14:13:24.738491,75,626,80,39.1,237,alert,on,evacuate
2026-04-07T14:13:29.738491,27,290,37,23.7,29,normal,off,stay
2026-04-07T14:13:34.738491,38,345,43,22.9,47,normal,off,stay
2026-04-07T14:13:39.738491,83,604,97,44.7,220,alert,on,evacuate
2026-04-07T14:13:44.738491,37,387,60,37.6,133,warning,on,prepare
2026-04-07T14:13:49.738491,40,211,43,24.6,27,normal,off,stay
2026-04-07T14:13:54.738491,51,534,52,31.0,106,warning,on,prepare
2026-04-07T14:13:59.738491,27,326,31,23.5,45,normal,off,stay
2026-04-07T14:14:04.738491,22,236,40,17.9,43,normal,off,stay
2026-04-07T14:14:09.738491,19,246,30,18.0,29,normal,off,stay
2026-04-07T14:14:14.738491,50,515,77,43.7,193,alert,on,evacuate
2026-04-07T14:14:19.738491,56,488,67,58.5,190,alert,on,evacuate
2026-04-07T14:14:24.738491,52,352,62,27.2,128,warning,on,prepare
2026-04-07T14:14:29.738491,81,676,98,45.5,171,alert,on,evacuate
2026-04-07T14:14:34.738491,11,263,43,21.6,52,normal,off,stay
2026-04-07T14:14:39.738491,9,179,31,17.9,57,normal,off,stay
2026-04-07T14:14:44.738491,54,421,59,31.8,99,warning,on,prepare
2026-04-07T14:14:49.738491,18,304,41,24.9,29,normal,off,stay
2026-04-07T14:14:54.738491,66,705,67,35.1,196,alert,on,evacuate
2026-04-07T14:14:59.738491,16,278,36,21.3,60,normal,off,stay
2026-04-07T14:15:04.738491,28,169,33,19.4,48,normal,off,stay
2026-04-07T14:15:09.738491,14,301,34,24.8,34,normal,off,stay
2026-04-07T14:15:14.738491,61,478,87,34.6,227,alert,on,evacuate
2026-04-07T14:15:19.738491,29,261,31,23.2,52,normal,off,stay
2026-04-07T14:15:24.738491,47,492,48,37.5,60,warning,on,prepare
2026-04-07T14:15:29.738491,17,232,27,17.7,47,normal,off,stay
2026-04-07T14:15:34.738491,61,487,64,54.8,238,alert,on,evacuate
2026-04-07T14:15:39.738491,99,797,77,51.7,204,alert,on,evacuate
2026-04-07T14:15:44.738491,11,287,47,24.8,18,normal,off,stay
2026-04-07T14:15:49.738491,68,537,81,45.0,199,alert,on,evacuate
2026-04-07T14:15:54.738491,59,315,42,23.5,91,warning,on,prepare
2026-04-07T14:15:59.738491,50,667,67,51.6,235,alert,on,evacuate
2026-04-07T14:16:04.738491,58,487,67,30.1,77,warning,on,prepare
2026-04-07T14:16:09.738491,12,290,28,22.0,34,normal,off,stay
2026-04-07T14:16:14.738491,10,294,39,19.2,43,normal,off,stay
2026-04-07T14:16:19.738491,17,355,48,26.6,41,normal,off,stay
2026-04-07T14:16:24.738491,15,278,35,20.0,26,normal,off,stay
2026-04-07T14:16:29.738491,11,234,35,20.3,45,normal,off,stay
2026-04-07T14:16:34.738491,37,230,41,19.9,48,normal,off,stay
2026-04-07T14:16:39.738491,57,705,81,31.6,235,alert,on,evacuate
2026-04-07T14:16:44.738491,22,228,40,22.4,41,normal,off,stay
2026-04-07T14:16:49.738491,64,437,51,38.1,70,warning,on,prepare
2026-04-07T14:16:54.738491,33,269,32,19.9,60,normal,off,stay
2026-04-07T14:16:59.738491,13,219,32,19.4,28,normal,off,stay
2026-04-07T14:17:04.738491,81,647,68,39.3,326,alert,on,evacuate
2026-04-07T14:17:09.738491,67,392,69,36.5,111,warning,on,prepare
2026-04-07T14:17:14.738491,21,295,36,22.4,46,normal,off,stay
2026-04-07T14:17:19.738491,89,503,91,58.9,234,alert,on,evacuate
2026-04-07T14:17:24.738491,15,364,42,19.5,40,normal,off,stay
2026-04-07T14:17:29.738491,30,332,37,25.0,23,normal,off,stay
2026-04-07T14:17:34.738491,28,263,42,19.2,16,normal,off,stay
2026-04-07T14:17:39.738491,71,728,94,38.4,335,alert,on,evacuate
2026-04-07T14:17:44.738491,63,516,55,34.0,119,warning,on,prepare
2026-04-07T14:17:49.738491,43,396,73,33.2,117,warning,on,prepare
2026-04-07T14:17:54.738491,85,593,78,58.2,328,alert,on,evacuate
2026-04-07T14:17:59.738491,13,273,31,21.9,22,normal,off,stay
2026-04-07T14:18:04.738491,20,311,25,18.2,43,normal,off,stay
2026-04-07T14:18:09.738491,75,616,85,48.7,181,alert,on,evacuate
2026-04-07T14:18:14.738491,18,255,38,21.8,59,normal,off,stay
2026-04-07T14:18:19.738491,13,289,36,19.1,49,normal,off,stay
2026-04-07T14:18:24.738491,14,351,38,22.9,56,normal,off,stay
2026-04-07T14:18:29.738491,28,244,32,19.8,25,normal,off,stay
2026-04-07T14:18:34.738491,63,654,63,47.8,188,alert,on,evacuate
2026-04-07T14:18:39.738491,27,199,33,18.6,12,normal,off,stay
2026-04-07T14:18:44.738491,34,255,33,23.0,55,normal,off,stay
2026-04-07T14:18:49.738491,40,274,29,19.4,32,normal,off,stay
2026-04-07T14:18:54.738491,19,306,38,26.7,40,normal,off,stay
2026-04-07T14:18:59.738491,24,202,29,17.7,46,normal,off,stay
2026-04-07T14:19:04.738491,37,188,35,23.8,38,normal,off,stay
2026-04-07T14:19:09.738491,59,685,80,52.7,243,alert,on,evacuate
2026-04-07T14:19:14.738491,55,345,44,25.3,86,warning,on,prepare
2026-04-07T14:19:19.738491,17,197,47,25.7,29,normal,off,stay
2026-04-07T14:19:24.738491,33,330,29,18.1,16,normal,off,stay
2026-04-07T14:19:29.738491,10,290,26,20.9,57,normal,off,stay
2026-04-07T14:19:34.738491,56,439,59,22.0,72,warning,on,prepare
2026-04-07T14:19:39.738491,22,220,39,23.7,26,normal,off,stay
2026-04-07T14:19:44.738491,21,274,41,22.3,15,normal,off,stay
2026-04-07T14:19:49.738491,58,546,65,34.9,272,alert,on,evacuate
2026-04-07T14:19:54.738491,53,393,58,22.6,104,warning,on,prepare
2026-04-07T14:19:59.738491,61,456,56,33.2,130,warning,on,prepare
2026-04-07T14:20:04.738491,57,447,59,24.0,80,warning,on,prepare
2026-04-07T14:20:09.738491,61,468,51,32.4,82,warning,on,prepare
2026-04-07T14:20:14.738491,53,316,45,28.9,106,warning,on,prepare
2026-04-07T14:20:19.738491,79,610,79,48.4,245,alert,on,evacuate
2026-04-07T14:20:24.738491,62,538,65,32.4,69,warning,on,prepare
2026-04-07T14:20:29.738491,13,266,30,19.1,60,normal,off,stay
2026-04-07T14:20:34.738491,36,445,56,31.5,75,warning,on,prepare
2026-04-07T14:20:39.738491,24,226,36,24.2,20,normal,off,stay
2026-04-07T14:20:44.738491,18,294,30,22.7,13,normal,off,stay
2026-04-07T14:20:49.738491,27,333,37,21.6,34,normal,off,stay
2026-04-07T14:20:54.738491,58,508,72,35.8,275,alert,on,evacuate
2026-04-07T14:20:59.738491,38,547,55,33.1,81,warning,on,prepare
2026-04-07T14:21:04.738491,24,245,34,21.9,18,normal,off,stay
2026-04-07T14:21:09.738491,20,284,32,20.8,44,normal,off,stay
2026-04-07T14:21:14.738491,26,217,42,19.2,38,normal,off,stay
2026-04-07T14:21:19.738491,26,355,40,26.7,36,normal,off,stay
2026-04-07T14:21:24.738491,10,186,27,16.6,20,normal,off,stay
2026-04-07T14:21:29.738491,78,631,67,44.1,144,alert,on,evacuate
2026-04-07T14:21:34.738491,12,329,35,20.1,27,normal,off,stay
2026-04-07T14:21:39.738491,22,195,39,21.1,49,normal,off,stay
2026-04-07T14:21:44.738491,43,498,60,30.6,126,warning,on,prepare
2026-04-07T14:21:49.738491,30,248,46,19.8,19,normal,off,stay
2026-04-07T14:21:54.738491,37,355,49,28.1,132,warning,on,prepare
2026-04-07T14:21:59.738491,19,276,33,18.4,13,normal,off,stay
2026-04-07T14:22:04.738491,60,415,54,25.5,109,warning,on,prepare
2026-04-07T14:22:09.738491,19,327,34,22.9,44,normal,off,stay
2026-04-07T14:22:14.738491,12,302,35,20.4,46,normal,off,stay
2026-04-07T14:22:19.738491,52,368,62,32.2,78,warning,on,prepare
2026-04-07T14:22:24.738491,31,193,39,16.6,55,normal,off,stay
2026-04-07T14:22:29.738491,43,304,54,22.7,120,warning,on,prepare
2026-04-07T14:22:34.738491,31,207,28,21.5,39,normal,off,stay
2026-04-07T14:22:39.738491,34,198,38,22.4,37,normal,off,stay
2026-04-07T14:22:44.738491,18,291,36,19.2,29,normal,off,stay
2026-04-07T14:22:49.738491,37,305,34,20.2,24,normal,off,stay
2026-04-07T14:22:54.738491,34,242,36,25.3,47,normal,off,stay
2026-04-07T14:22:59.738491,30,278,43,26.0,46,normal,off,stay
2026-04-07T14:23:04.738491,36,338,66,33.3,118,warning,on,prepare
2026-04-07T14:23:09.738491,80,518,91,40.3,329,alert,on,evacuate
2026-04-07T14:23:14.738491,54,450,59,33.3,139,warning,on,prepare
2026-04-07T14:23:19.738491,33,328,61,26.8,79,warning,on,prepare
2026-04-07T14:23:24.738491,25,352,34,20.4,14,normal,off,stay
2026-04-07T14:23:29.738491,72,574,79,30.2,298,alert,on,evacuate
2026-04-07T14:23:34.738491,89,510,83,31.9,252,alert,on,evacuate
2026-04-07T14:23:39.738491,17,271,32,22.4,46,normal,off,stay
2026-04-07T14:23:44.738491,24,198,33,23.6,17,normal,off,stay
2026-04-07T14:23:49.738491,42,467,63,27.6,103,warning,on,prepare
2026-04-07T14:23:54.738491,39,247,29,20.8,11,normal,off,stay
2026-04-07T14:23:59.738491,11,175,38,18.6,34,normal,off,stay
2026-04-07T14:24:04.738491,16,212,46,20.8,41,normal,off,stay
2026-04-07T14:24:09.738491,63,620,83,45.2,228,alert,on,evacuate
2026-04-07T14:24:14.738491,9,229,42,22.2,34,normal,off,stay
2026-04-07T14:24:19.738491,40,501,48,34.1,136,warning,on,prepare
2026-04-07T14:24:24.738491,17,234,32,19.5,20,normal,off,stay
2026-04-07T14:24:29.738491,55,344,58,24.3,110,warning,on,prepare
2026-04-07T14:24:34.738491,53,445,48,25.9,70,warning,on,prepare
2026-04-07T14:24:39.738491,58,383,45,25.6,101,warning,on,prepare
2026-04-07T14:24:44.738491,10,269,34,19.1,32,normal,off,stay
2026-04-07T14:24:49.738491,83,716,66,58.8,313,alert,on,evacuate
2026-04-07T14:24:54.738491,54,703,81,35.7,268,alert,on,evacuate
2026-04-07T14:24:59.738491,34,237,28,17.5,12,normal,off,stay
2026-04-07T14:25:04.738491,17,204,30,23.3,16,normal,off,stay
2026-04-07T14:25:09.738491,47,504,74,27.3,138,warning,on,prepare
2026-04-07T14:25:14.738491,30,319,36,23.7,10,normal,off,stay
2026-04-07T14:25:19.738491,90,576,79,43.6,312,alert,on,evacuate
2026-04-07T14:25:24.738491,76,724,81,34.8,273,alert,on,evacuate
2026-04-07T14:25:29.738491,24,323,26,18.9,32,normal,off,stay
2026-04-07T14:25:34.738491,27,204,35,22.7,24,normal,off,stay
2026-04-07T14:25:39.738491,68,740,77,61.4,311,alert,on,evacuate
2026-04-07T14:25:44.738491,41,297,39,23.8,41,normal,off,stay
2026-04-07T14:25:49.738491,23,332,31,17.5,55,normal,off,stay
2026-04-07T14:25:54.738491,37,235,38,25.2,49,normal,off,stay
2026-04-07T14:25:59.738491,14,262,41,25.7,25,normal,off,stay
2026-04-07T14:26:04.738491,19,213,42,17.8,10,normal,off,stay
2026-04-07T14:26:09.738491,32,360,61,25.9,106,warning,on,prepare
2026-04-07T14:26:14.738491,70,742,66,36.5,287,alert,on,evacuate
2026-04-07T14:26:19.738491,14,223,29,23.0,41,normal,off,stay
2026-04-07T14:26:24.738491,20,240,39,20.4,12,normal,off,stay
2026-04-07T14:26:29.738491,40,365,65,26.6,114,warning,on,prepare
2026-04-07T14:26:34.738491,82,633,91,58.1,256,alert,on,evacuate
2026-04-07T14:26:39.738491,40,430,53,30.9,135,warning,on,prepare
2026-04-07T14:26:44.738491,21,250,32,20.2,30,normal,off,stay
2026-04-07T14:26:49.738491,27,279,45,20.3,24,normal,off,stay
2026-04-07T14:26:54.738491,29,324,30,19.2,13,normal,off,stay
2026-04-07T14:26:59.738491,60,481,75,33.7,294,alert,on,evacuate
2026-04-07T14:27:04.738491,71,541,65,50.7,184,alert,on,evacuate
2026-04-07T14:27:09.738491,92,677,107,36.0,259,alert,on,evacuate
2026-04-07T14:27:14.738491,45,401,48,25.3,136,warning,on,prepare
2026-04-07T14:27:19.738491,15,204,30,24.5,17,normal,off,stay
2026-04-07T14:27:24.738491,45,391,46,27.5,69,warning,on,prepare
2026-04-07T14:27:29.738491,16,213,36,20.3,39,normal,off,stay
2026-04-07T14:27:34.738491,29,208,40,22.2,43,normal,off,stay
2026-04-07T14:27:39.738491,27,352,30,20.9,42,normal,off,stay
2026-04-07T14:27:44.738491,28,212,36,27.3,39,normal,off,stay
2026-04-07T14:27:49.738491,32,328,42,25.1,67,warning,on,prepare
2026-04-07T14:27:54.738491,15,321,34,24.4,24,normal,off,stay
2026-04-07T14:27:59.738491,38,255,40,20.2,24,normal,off,stay
2026-04-07T14:28:04.738491,14,202,41,21.2,60,normal,off,stay
2026-04-07T14:28:09.738491,32,239,36,25.9,22,normal,off,stay
2026-04-07T14:28:14.738491,15,325,39,23.4,44,normal,off,stay
2026-04-07T14:28:19.738491,58,421,61,28.1,100,warning,on,prepare
2026-04-07T14:28:24.738491,10,191,41,23.1,21,normal,off,stay
2026-04-07T14:28:29.738491,32,284,34,21.6,11,normal,off,stay
2026-04-07T14:28:34.738491,33,344,42,21.9,79,warning,on,prepare
2026-04-07T14:28:39.738491,17,185,27,21.2,59,normal,off,stay
2026-04-07T14:28:44.738491,44,421,53,32.8,81,warning,on,prepare
2026-04-07T14:28:49.738491,46,323,47,32.5,134,warning,on,prepare
2026-04-07T14:28:54.738491,37,360,53,34.0,90,warning,on,prepare
2026-04-07T14:28:59.738491,27,280,37,21.0,25,normal,off,stay
2026-04-07T14:29:04.738491,34,303,40,23.6,25,normal,off,stay
2026-04-07T14:29:09.738491,47,465,55,24.0,110,warning,on,prepare
2026-04-07T14:29:14.738491,93,572,87,39.2,148,alert,on,evacuate
2026-04-07T14:29:19.738491,60,663,77,59.6,150,alert,on,evacuate
2026-04-07T14:29:24.738491,25,196,27,20.5,29,normal,off,stay
2026-04-07T14:29:29.738491,72,612,82,45.0,225,alert,on,evacuate
2026-04-07T14:29:34.738491,30,237,30,24.1,36,normal,off,stay
2026-04-07T14:29:39.738491,24,286,39,17.8,29,normal,off,stay
2026-04-07T14:29:44.738491,33,370,51,29.2,96,warning,on,prepare
2026-04-07T14:29:49.738491,22,335,36,21.2,34,normal,off,stay
2026-04-07T14:29:54.738491,48,509,52,35.7,76,warning,on,prepare
2026-04-07T14:29:59.738491,30,203,36,19.1,28,normal,off,stay
2026-04-07T14:30:04.738491,24,333,36,20.4,30,normal,off,stay
2026-04-07T14:30:09.738491,37,520,68,29.0,127,warning,on,prepare
2026-04-07T14:30:14.738491,57,428,49,29.3,93,warning,on,prepare
2026-04-07T14:30:19.738491,57,326,60,28.2,119,warning,on,prepare
2026-04-07T14:30:24.738491,54,451,41,31.3,130,warning,on,prepare
2026-04-07T14:30:29.738491,14,287,41,22.1,19,normal,off,stay
2026-04-07T14:30:34.738491,46,342,54,26.3,130,warning,on,prepare
2026-04-07T14:30:39.738491,69,349,55,28.9,70,warning,on,prepare
2026-04-07T14:30:44.738491,81,588,78,39.2,232,alert,on,evacuate
2026-04-07T14:30:49.738491,53,329,44,24.5,119,warning,on,prepare
2026-04-07T14:30:54.738491,36,247,30,18.8,42,normal,off,stay
2026-04-07T14:30:59.738491,42,392,41,25.4,40,normal,off,stay
2026-04-07T14:31:04.738491,62,451,67,25.5,115,warning,on,prepare
2026-04-07T14:31:09.738491,82,510,90,33.7,173,alert,on,evacuate
